StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Screen 1,Screen 2,End Coordinate,Start Coordinate,Q6,1_Q10,2_Q10,3_Q10,4_Q10,5_Q10,6_Q10,7_Q10,8_Q10,9_Q10,10_Q10,11_Q10,12_Q10,13_Q10,14_Q10,15_Q10,16_Q10,17_Q10,18_Q10,19_Q10,20_Q10,21_Q10,22_Q10,23_Q10,24_Q10,25_Q10,26_Q10,27_Q10,28_Q10,29_Q10,30_Q10,participantId,assignmentId,projectId
2023-02-17 14:58:00,2023-02-17 15:20:23,IP Address,74.137.22.4,100,1342,True,2023-02-17 15:20:23,R_ux0ohsoryp5Qva9,,,,,41.4722,-81.745,anonymous,EN,Yes,40,5F,18D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0F07CDB90B904FB79C385106E46337DE,e11282fc-9fb7-46c7-8168-322acf734867,a0f04dc4-e92a-4aec-b9a0-5b5bfc1fd47a
2023-02-17 15:19:40,2023-02-17 15:20:31,IP Address,67.165.249.42,100,50,True,2023-02-17 15:20:31,R_1rlkv8RgjhZCAfb,,,,,39.8831,-105.1122,anonymous,EN,Yes,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,272C0EA3747A4911930FB638ECB9F8EC,239214aa-a91c-430a-b18d-8e27fbb293cc,a0f04dc4-e92a-4aec-b9a0-5b5bfc1fd47a
2023-02-17 15:16:52,2023-02-17 15:21:40,IP Address,172.58.181.26,100,287,True,2023-02-17 15:21:40,R_1HidydS1EulQt11,,,,,32.7767,-96.805,anonymous,EN,Yes,40,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EEAE37BCEBA1486985BC82E2DA6C7F73,e947d91b-b005-45a7-893b-c37050308ea8,a0f04dc4-e92a-4aec-b9a0-5b5bfc1fd47a
2023-02-17 15:15:39,2023-02-17 15:27:54,IP Address,4.18.201.153,100,735,True,2023-02-17 15:27:55,R_1IGcHKKOzIETzXb,,,,,35.797,-78.6865,anonymous,EN,Yes,40,D18,F5,V7 (7a+),V8 (7b/7b+),V12 (8a+),V12 (8a+),V12 (8a+),V9 (7c),V11 (8a),V11 (8a),V13 (8b+),V8 (7b/7b+),V9 (7c),V7 (7a+),V13 (8b+),V6 (6c+/7a),V13 (8b+),V10 (7c+),V12 (8a+),V10 (7c+),V11 (8a),V10 (7c+),V10 (7c+),V9 (7c),V9 (7c),V11 (8a),V6 (6c+/7a),V12 (8a+),V10 (7c+),V9 (7c),V10 (7c+),V11 (8a),V7 (7a+),9FC9EB2E50F14C66AEC5546B035570EE,ae431c34-8c53-4cc8-9db2-54f8cc3d6a36,a0f04dc4-e92a-4aec-b9a0-5b5bfc1fd47a
2023-02-17 15:27:45,2023-02-17 15:28:04,IP Address,24.155.28.208,100,19,True,2023-02-17 15:28:06,R_324lrUBr0TDwmKa,,,,,30.2423,-97.7672,anonymous,EN,No,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15C389AAB0524F268EBD81CBBAE9941B,dd29697f-ec5a-4fa3-8b9a-45885173d10d,a0f04dc4-e92a-4aec-b9a0-5b5bfc1fd47a
2023-02-17 15:10:35,2023-02-17 15:28:10,IP Address,102.129.145.164,100,1054,True,2023-02-17 15:28:11,R_QgeKW8S2AqmDr4R,,,,,34.0261,-118.1756,anonymous,EN,Yes,40,"5F, 7D, 9D, 11B, 13E, 15B, 18D","5F, 7D, 9D, 11B, 13E, 15B, 18D",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E4E9D9963C8844158B6A932D2459151D,b834c0ca-9be5-4a5d-9570-941fb2bbcb83,a0f04dc4-e92a-4aec-b9a0-5b5bfc1fd47a
2023-02-17 15:28:18,2023-02-17 15:30:37,IP Address,96.247.202.139,100,138,True,2023-02-17 15:30:37,R_QmIFgS21PF9WQMN,,,,,39.1222,-77.5655,anonymous,EN,Not sure,40,18 D,5 F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2D796EA5F153478DA6A34507C8BD6359,7a4b7634-8ba2-4813-9292-4b373feaef41,a0f04dc4-e92a-4aec-b9a0-5b5bfc1fd47a
2023-02-17 15:30:17,2023-02-17 15:30:38,IP Address,107.72.178.91,100,20,True,2023-02-17 15:30:38,R_1PZr1nfY5FdHdNC,,,,,25.7703,-80.2072,anonymous,EN,No,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3E0C694959C1434A953B82CB77C70726,b8e7ad5d-eb3a-4204-99d0-02004fae3757,a0f04dc4-e92a-4aec-b9a0-5b5bfc1fd47a
2023-02-17 15:32:50,2023-02-17 15:32:56,IP Address,50.88.218.250,100,6,True,2023-02-17 15:32:57,R_3Mnh55W8Nj0W592,,,,,28.5521,-81.301,anonymous,EN,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65E897C6868E473087568E50F72BD98C,85cc0699-f7de-42c6-990d-8da8ad60a72a,a0f04dc4-e92a-4aec-b9a0-5b5bfc1fd47a
2023-02-17 15:33:05,2023-02-17 15:33:39,IP Address,185.236.200.24,100,34,True,2023-02-17 15:33:39,R_3m3Ha3mkqMxrfdG,,,,,34.0485,-118.2529,anonymous,EN,Yes,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4D3A5FCC877245DC8FF44A8C50820109,b299fb1b-225e-4832-a9c6-303e48101df9,a0f04dc4-e92a-4aec-b9a0-5b5bfc1fd47a
2023-02-17 15:33:36,2023-02-17 15:33:53,IP Address,174.247.251.154,100,16,True,2023-02-17 15:33:53,R_24dSkHMya5QzcUN,,,,,36.1671,-86.7861,anonymous,EN,No,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2E9E8E2752404404B64D6E3BE8023B68,f8b3c9d1-a954-4c2c-a823-d730cc37ec12,a0f04dc4-e92a-4aec-b9a0-5b5bfc1fd47a
2023-02-17 15:33:48,2023-02-17 15:34:47,IP Address,108.53.220.210,100,59,True,2023-02-17 15:34:48,R_2xDIIVlmeBjrsFp,,,,,40.8802,-74.292,anonymous,EN,No,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C0DD3D3BADB346F3B7A61E495C8FC493,7473a604-1657-4b7a-b3a3-2cfe5c59053b,a0f04dc4-e92a-4aec-b9a0-5b5bfc1fd47a
2023-02-17 15:21:19,2023-02-17 15:35:46,IP Address,74.137.22.4,100,867,True,2023-02-17 15:35:46,R_21yqNCnIVQIk0PX,,,,,41.4722,-81.745,anonymous,EN,Yes,40,18D,5F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0F07CDB90B904FB79C385106E46337DE,e11282fc-9fb7-46c7-8168-322acf734867,a0f04dc4-e92a-4aec-b9a0-5b5bfc1fd47a
2023-02-17 15:30:50,2023-02-17 15:35:46,IP Address,102.129.145.164,100,295,True,2023-02-17 15:35:46,R_2wSmSluzMcTak6l,,,,,34.0261,-118.1756,anonymous,EN,Yes,40,"5F-N, 7C-NW, 9D-N, 11B-NW, 13E-S, 15B-NW, 18D-W","5F-N, 7C-NW, 9D-NW, 11B-N, 13E-S, 15B-S, 18D-NW",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E4E9D9963C8844158B6A932D2459151D,b834c0ca-9be5-4a5d-9570-941fb2bbcb83,a0f04dc4-e92a-4aec-b9a0-5b5bfc1fd47a
2023-02-17 15:36:28,2023-02-17 15:36:40,IP Address,69.117.48.49,100,11,True,2023-02-17 15:36:41,R_3G0QEkEIr4Sig6J,,,,,41.185,-73.2,anonymous,EN,Not sure,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3FA6BB7A47514218B3DCF5822EE1C3DB,83e584eb-8a02-4e76-9076-281b1f82c509,a0f04dc4-e92a-4aec-b9a0-5b5bfc1fd47a
2023-02-17 15:38:11,2023-02-17 15:38:39,IP Address,184.103.58.107,100,28,True,2023-02-17 15:38:40,R_29i8Szhhu2y84kU,,,,,33.3874,-112.0998,anonymous,EN,No,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2F7A9CBCC479414FB075DC249364A3F0,8bb16adb-f8bb-449f-99b1-7a56db3887d8,a0f04dc4-e92a-4aec-b9a0-5b5bfc1fd47a
2023-02-17 15:34:48,2023-02-17 15:38:41,IP Address,102.91.5.112,100,233,True,2023-02-17 15:38:41,R_w66mA2SOJhCa5lD,,,,,10,8,anonymous,EN,Yes,40,40,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2FBEB3617F674C789F39EE7422CE5DE4,cc0fbd56-aec0-4f2d-83fc-1107ecb79f34,a0f04dc4-e92a-4aec-b9a0-5b5bfc1fd47a
2023-02-17 15:38:19,2023-02-17 15:38:42,IP Address,47.227.126.213,100,22,True,2023-02-17 15:38:42,R_xELnYcczU2SZfPP,,,,,39.7436,-86.1158,anonymous,EN,No,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57DB2CB59C4047A5833705143E3B7866,31650741-0012-4d41-8b50-77c5a4f1edaf,a0f04dc4-e92a-4aec-b9a0-5b5bfc1fd47a
2023-02-17 15:39:00,2023-02-17 15:39:17,IP Address,71.75.145.175,100,17,True,2023-02-17 15:39:18,R_31mdFSsb0pO3kMt,,,,,36.0406,-80.26,anonymous,EN,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84EF3A4660034354B098DECA683C4357,6215c19f-ba2a-4bcc-bbd3-bc6dc23e62b3,a0f04dc4-e92a-4aec-b9a0-5b5bfc1fd47a
2023-02-17 15:40:00,2023-02-17 15:40:14,IP Address,172.223.213.152,100,14,True,2023-02-17 15:40:15,R_NVj5WeUh54H43Yt,,,,,42.3956,-123.3528,anonymous,EN,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0180CE2DEC7448DD8A9E52119F3351B6,e1d6f5d5-2121-4b5d-b9d1-54ffc1242975,a0f04dc4-e92a-4aec-b9a0-5b5bfc1fd47a
2023-02-17 15:27:50,2023-02-17 15:42:49,IP Address,23.116.209.189,100,898,True,2023-02-17 15:42:50,R_1fjcAi7Uj2bwt8a,,,,,34.4933,-92.5896,anonymous,EN,Yes,40,D18,F5,V6 (6c+/7a),V10 (7c+),V7 (7a+),V7 (7a+),V8 (7b/7b+),V10 (7c+),V6 (6c+/7a),V9 (7c),V8 (7b/7b+),V8 (7b/7b+),V8 (7b/7b+),V7 (7a+),V7 (7a+),V9 (7c),V6 (6c+/7a),V4 (6b/6b+),V7 (7a+),V6 (6c+/7a),V8 (7b/7b+),V8 (7b/7b+),V8 (7b/7b+),V7 (7a+),V9 (7c),V9 (7c),V6 (6c+/7a),V8 (7b/7b+),V11 (8a),V7 (7a+),V8 (7b/7b+),V7 (7a+),V5 (6c),3B68640928084DC4B2E45FACF74CDBC4,9d1bcbbe-2c37-456f-8d9e-c72327b6568d,a0f04dc4-e92a-4aec-b9a0-5b5bfc1fd47a
2023-02-17 15:48:45,2023-02-17 15:49:00,IP Address,216.147.188.70,100,15,True,2023-02-17 15:49:02,R_xclbeGCK8uGUwN3,,,,,48.3458,-102.4185,anonymous,EN,No,didnt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,950285F8FCD94E7C99A7EFABBE9F7547,7f97341a-156a-46bf-b7e3-d558cffcfed7,a0f04dc4-e92a-4aec-b9a0-5b5bfc1fd47a
2023-02-17 15:46:26,2023-02-17 15:49:20,IP Address,173.168.99.215,100,174,True,2023-02-17 15:49:21,R_7Vrdo262bD2R1tv,,,,,28.4797,-82.5562,anonymous,EN,Not sure,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,312CB6759E45477091664A5F5B07BC9E,b50057e3-f592-4970-82ec-f385a5975264,a0f04dc4-e92a-4aec-b9a0-5b5bfc1fd47a
2023-02-17 15:49:28,2023-02-17 15:49:33,IP Address,173.168.99.215,100,5,True,2023-02-17 15:49:33,R_3HnKnBXpXLa3rZp,,,,,28.4797,-82.5562,anonymous,EN,Yes,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,312CB6759E45477091664A5F5B07BC9E,b50057e3-f592-4970-82ec-f385a5975264,a0f04dc4-e92a-4aec-b9a0-5b5bfc1fd47a
2023-02-17 15:48:27,2023-02-17 15:50:47,IP Address,69.137.197.116,100,140,True,2023-02-17 15:50:47,R_UaxC23HVqWx7WBb,,,,,26.6681,-81.7646,anonymous,EN,Yes,40,D18,5F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C499A3A1865F479FA9B7E79C9ED50D0B,923c5ee5-eed0-4a59-bf7d-8549dd86ed32,a0f04dc4-e92a-4aec-b9a0-5b5bfc1fd47a
2023-02-17 15:52:13,2023-02-17 15:52:25,IP Address,99.189.7.219,100,11,True,2023-02-17 15:52:25,R_1OxzNFl0WEXO52b,,,,,34.2047,-118.573,anonymous,EN,No,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7F42502D31DC464688A15C46797318F7,8344fa39-0b47-4a74-be7e-103d248df35e,a0f04dc4-e92a-4aec-b9a0-5b5bfc1fd47a
2023-02-17 15:52:08,2023-02-17 15:53:13,IP Address,98.113.207.103,100,64,True,2023-02-17 15:53:13,R_1FyKkYaBGckK8eS,,,,,40.7513,-73.8244,anonymous,EN,Yes,40,18D,5F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0EB9C9104F78415D82447445E1165783,6522216e-3c8e-4663-b775-2b9e986fb02c,a0f04dc4-e92a-4aec-b9a0-5b5bfc1fd47a
2023-02-17 15:53:27,2023-02-17 15:56:43,IP Address,98.113.207.103,100,195,True,2023-02-17 15:56:43,R_31utLrnG3bo2kA0,,,,,40.7513,-73.8244,anonymous,EN,Yes,40,D18,F5,V4 (6b/6b+),V9 (7c),V11 (8a),V8 (7b/7b+),V6 (6c+/7a),V7 (7a+),V6 (6c+/7a),V11 (8a),V9 (7c),V9 (7c),V9 (7c),V11 (8a),V11 (8a),V8 (7b/7b+),V6 (6c+/7a),V9 (7c),V8 (7b/7b+),V8 (7b/7b+),V6 (6c+/7a),V8 (7b/7b+),V8 (7b/7b+),V7 (7a+),V7 (7a+),V9 (7c),V10 (7c+),V10 (7c+),V10 (7c+),V4 (6b/6b+),V8 (7b/7b+),V12 (8a+),V8 (7b/7b+),0EB9C9104F78415D82447445E1165783,6522216e-3c8e-4663-b775-2b9e986fb02c,a0f04dc4-e92a-4aec-b9a0-5b5bfc1fd47a
2023-02-17 15:59:29,2023-02-17 15:59:46,IP Address,68.2.151.197,100,17,True,2023-02-17 15:59:47,R_1pzjUH2nxSWxSsJ,,,,,33.3875,-111.8507,anonymous,EN,No,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3120950BC87A4B85816E810DCB80727C,741551d5-ab5f-4e82-8680-ec17450f20da,a0f04dc4-e92a-4aec-b9a0-5b5bfc1fd47a
2023-02-17 16:03:04,2023-02-17 16:03:20,IP Address,208.87.234.180,100,15,True,2023-02-17 16:03:20,R_1kY7qtCd14LngcU,,,,,37.751,-97.822,anonymous,EN,Not sure,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D1344A8A9E754C9799AD26A1CB1CF9BD,a920e156-24a3-449f-8c26-5c82e7f2e911,a0f04dc4-e92a-4aec-b9a0-5b5bfc1fd47a
2023-02-17 16:03:20,2023-02-17 16:03:34,IP Address,47.208.76.85,100,14,True,2023-02-17 16:03:34,R_1kTgdHd69GSeEPE,,,,,40.7977,-124.1565,anonymous,EN,Not sure,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BA3F7BE967DF4C6393CCC9DAE212121B,c227c0e1-663f-4710-a5f2-905cf1249892,a0f04dc4-e92a-4aec-b9a0-5b5bfc1fd47a
2023-02-17 15:51:08,2023-02-17 16:05:31,IP Address,69.137.197.116,100,863,True,2023-02-17 16:05:32,R_2eWqYz27RbXZ7Jq,,,,,26.6681,-81.7646,anonymous,EN,Yes,40,d18,f5,V7 (7a+),V8 (7b/7b+),V9 (7c),V8 (7b/7b+),V9 (7c),V10 (7c+),V9 (7c),V7 (7a+),V10 (7c+),V9 (7c),V5 (6c),V7 (7a+),V4 (6b/6b+),V6 (6c+/7a),V7 (7a+),V4 (6b/6b+),V8 (7b/7b+),V8 (7b/7b+),V4 (6b/6b+),V8 (7b/7b+),V9 (7c),V10 (7c+),V7 (7a+),V7 (7a+),V6 (6c+/7a),V7 (7a+),V6 (6c+/7a),V4 (6b/6b+),V6 (6c+/7a),V6 (6c+/7a),V4 (6b/6b+),C499A3A1865F479FA9B7E79C9ED50D0B,923c5ee5-eed0-4a59-bf7d-8549dd86ed32,a0f04dc4-e92a-4aec-b9a0-5b5bfc1fd47a
2023-02-17 16:09:06,2023-02-17 16:09:19,IP Address,99.75.12.123,100,13,True,2023-02-17 16:09:20,R_2w5DcfN9H27QmHc,,,,,29.6002,-95.5112,anonymous,EN,Yes,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FC94358562B1432FB74FAFCC8C68966E,2bf13346-8d67-4b72-91f0-c4c4cff88338,a0f04dc4-e92a-4aec-b9a0-5b5bfc1fd47a
2023-02-17 16:06:45,2023-02-17 16:11:40,IP Address,172.223.171.247,100,294,True,2023-02-17 16:11:40,R_pslOjyA8NIMhAnD,,,,,36.3031,-88.3126,anonymous,EN,Yes,40,D18,F5,V6 (6c+/7a),V6 (6c+/7a),V12 (8a+),V5 (6c),V9 (7c),V8 (7b/7b+),V5 (6c),V7 (7a+),V9 (7c),V11 (8a),V8 (7b/7b+),V11 (8a),V7 (7a+),V11 (8a),V6 (6c+/7a),V6 (6c+/7a),V10 (7c+),V6 (6c+/7a),V9 (7c),V12 (8a+),V12 (8a+),V11 (8a),V8 (7b/7b+),V7 (7a+),V9 (7c),V4 (6b/6b+),V9 (7c),V6 (6c+/7a),V9 (7c),V13 (8b+),V8 (7b/7b+),297E0DEC36924AABBAF7780A486772EB,a473a785-ec52-4726-864b-d9477af4a67c,a0f04dc4-e92a-4aec-b9a0-5b5bfc1fd47a
2023-02-17 16:12:12,2023-02-17 16:12:42,IP Address,97.100.2.21,100,29,True,2023-02-17 16:12:42,R_12Rv5EeyldU3rFr,,,,,28.5344,-81.3783,anonymous,EN,No,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74A3EC46D1BC4E5DB34F8BE96683762A,360025cf-d743-49df-9f9a-83b2c9d9387f,a0f04dc4-e92a-4aec-b9a0-5b5bfc1fd47a
2023-02-17 16:26:20,2023-02-17 16:26:35,IP Address,174.170.50.5,100,14,True,2023-02-17 16:26:35,R_OkQVO8JWt6QWF3P,,,,,29.7646,-95.3657,anonymous,EN,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3FDB9056F8A742AD8F6D843F7BFCE760,794d227b-4db3-43ac-a120-c0aee6edf032,a0f04dc4-e92a-4aec-b9a0-5b5bfc1fd47a
2023-02-17 16:28:06,2023-02-17 16:29:00,IP Address,172.56.216.155,100,54,True,2023-02-17 16:29:01,R_27pwUNm7YCpxsj2,,,,,39.9739,-75.1456,anonymous,EN,No,Ive used rock walls a lot but dont know the exact hold sets or degrees,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D22EDE5B08674EBF974A74FB33D3CAE4,e6cdc864-c126-47ba-a025-8b085a8f33ab,a0f04dc4-e92a-4aec-b9a0-5b5bfc1fd47a
2023-02-17 16:36:29,2023-02-17 16:36:43,IP Address,73.15.203.92,100,14,True,2023-02-17 16:36:44,R_2VIaCVbr0kckLhV,,,,,37.3177,-121.938,anonymous,EN,Yes,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EFF7EE59EE124C25BBD5A57483DABA07,e0247a63-b5a2-4362-84a3-139c045eedca,a0f04dc4-e92a-4aec-b9a0-5b5bfc1fd47a
2023-02-17 16:38:37,2023-02-17 16:39:17,IP Address,104.28.112.4,100,39,True,2023-02-17 16:39:17,R_3HoGEyUaK8tuPDp,,,,,32.2163,-110.9241,anonymous,EN,Yes,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AF09ECC56B13406EAA4D174850B78291,da299bd9-a0a5-4fec-842f-54a6385f69e9,a0f04dc4-e92a-4aec-b9a0-5b5bfc1fd47a
2023-02-17 16:48:03,2023-02-17 16:48:24,IP Address,172.56.73.187,100,21,True,2023-02-17 16:48:25,R_1lxxDQKwSsJWZPD,,,,,28.5177,-81.4508,anonymous,EN,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3754BB7FC9D5484BB85A8AA27DC840A8,86dcc719-114f-4902-986f-1c531cf5713a,a0f04dc4-e92a-4aec-b9a0-5b5bfc1fd47a
2023-02-17 16:36:51,2023-02-17 16:51:00,IP Address,73.15.203.92,100,849,True,2023-02-17 16:51:01,R_3oTlvPaqnvf01Qq,,,,,37.3177,-121.938,anonymous,EN,Yes,40,d18,f5,V5 (6c),V4 (6b/6b+),V5 (6c),V4 (6b/6b+),V4 (6b/6b+),V4 (6b/6b+),V4 (6b/6b+),V4 (6b/6b+),V4 (6b/6b+),V4 (6b/6b+),V4 (6b/6b+),V4 (6b/6b+),V5 (6c),V4 (6b/6b+),V4 (6b/6b+),V4 (6b/6b+),V5 (6c),V4 (6b/6b+),V5 (6c),V4 (6b/6b+),V5 (6c),V5 (6c),V4 (6b/6b+),V4 (6b/6b+),V4 (6b/6b+),V5 (6c),V4 (6b/6b+),V4 (6b/6b+),V4 (6b/6b+),V4 (6b/6b+),V4 (6b/6b+),EFF7EE59EE124C25BBD5A57483DABA07,e0247a63-b5a2-4362-84a3-139c045eedca,a0f04dc4-e92a-4aec-b9a0-5b5bfc1fd47a
2023-02-17 16:52:06,2023-02-17 16:52:28,IP Address,70.126.72.28,100,21,True,2023-02-17 16:52:28,R_3h4rmprfgPe65IH,,,,,27.9091,-82.8028,anonymous,EN,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A95A6C75408745EF9A791DE0B891EAAB,484bc046-3f2e-4cd6-ada9-5d9288163885,a0f04dc4-e92a-4aec-b9a0-5b5bfc1fd47a
2023-02-17 16:50:08,2023-02-17 16:55:46,IP Address,157.131.119.70,100,338,True,2023-02-17 16:55:46,R_2SCs78CbOgbqIwl,,,,,37.7562,-122.4866,anonymous,EN,Yes,40,18D,5F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91636D2541D24A5D938F047E06CC0661,36842aea-d99f-447b-8edd-9745effe85c3,a0f04dc4-e92a-4aec-b9a0-5b5bfc1fd47a
2023-02-17 16:58:24,2023-02-17 16:58:51,IP Address,100.8.97.171,100,27,True,2023-02-17 16:58:52,R_3rIJyhPTVSt4SdP,,,,,40.7158,-74.359,anonymous,EN,No,no idea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87A92CC04B9A4CA6BE256E757D76D871,97886f5b-66cf-409d-ba86-d0bc34345462,a0f04dc4-e92a-4aec-b9a0-5b5bfc1fd47a
2023-02-17 17:02:32,2023-02-17 17:02:50,IP Address,75.188.165.137,100,17,True,2023-02-17 17:02:51,R_2RUhIWigftXKoHX,,,,,41.2531,-81.3391,anonymous,EN,No,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DE24AB39116B4E8DA8F730996BB44B83,1c062652-59e1-451f-9dee-9791a6a86f68,a0f04dc4-e92a-4aec-b9a0-5b5bfc1fd47a
2023-02-17 17:02:10,2023-02-17 17:03:12,IP Address,107.222.104.198,100,61,True,2023-02-17 17:03:12,R_1IsKArG7Xfucn93,,,,,29.7819,-95.8315,anonymous,EN,No,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6D07162EBFC04A109AB83CF6775A9D0D,f55cb8e1-439f-468b-85fa-759305c8cac0,a0f04dc4-e92a-4aec-b9a0-5b5bfc1fd47a
2023-02-17 17:03:57,2023-02-17 17:04:22,IP Address,172.56.161.90,100,24,True,2023-02-17 17:04:22,R_3oIcu918a7OX9vp,,,,,40.7099,-73.9591,anonymous,EN,No,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,671725CD3AC2486EBFE61AEECF6B1FAA,9871010f-e793-44f9-8a9b-d1bbb2949811,a0f04dc4-e92a-4aec-b9a0-5b5bfc1fd47a
2023-02-17 17:04:30,2023-02-17 17:04:42,IP Address,107.5.92.65,100,12,True,2023-02-17 17:04:42,R_2RUJd328dwRzfF5,,,,,42.2886,-83.4641,anonymous,EN,No,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,029CA0B03A3E4C5E97214F17651C4E58,f82ac36b-3017-47a4-b03c-a47143ffbf35,a0f04dc4-e92a-4aec-b9a0-5b5bfc1fd47a
2023-02-17 17:04:34,2023-02-17 17:04:55,IP Address,104.186.234.163,100,21,True,2023-02-17 17:04:56,R_2iyOYd0c4IgPrSp,,,,,36.0217,-79.7839,anonymous,EN,No,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3E9A4A2D381C45359172DE1BB0811084,e145ff29-534b-48ea-ace8-419c27e6caa8,a0f04dc4-e92a-4aec-b9a0-5b5bfc1fd47a
2023-02-17 17:02:15,2023-02-17 17:05:05,IP Address,68.162.81.108,100,170,True,2023-02-17 17:05:06,R_3EamDwXtUnpFZgR,,,,,39.9206,-75.1826,anonymous,EN,Yes,40,18 D,5 E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78FD894141054618B6197AF23C6AF2EC,7929d947-d2f3-4e8e-9dd0-650989c565c8,a0f04dc4-e92a-4aec-b9a0-5b5bfc1fd47a
2023-02-17 17:04:21,2023-02-17 17:05:07,IP Address,69.113.80.170,100,45,True,2023-02-17 17:05:07,R_3memFa4Kx3pWhxE,,,,,40.5802,-74.3594,anonymous,EN,Yes,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C0DB0578894648458F99FB1235FCDCA4,b3682dd0-a4d6-4c9e-b6fc-0dfac747aa21,a0f04dc4-e92a-4aec-b9a0-5b5bfc1fd47a
2023-02-17 17:05:33,2023-02-17 17:06:10,IP Address,47.223.211.129,100,37,True,2023-02-17 17:06:11,R_2vkWpCruobLRibM,,,,,31.4193,-100.4803,anonymous,EN,No,i dont know a moon board,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1F5705C13B7247EA944B6EDAA72F051F,cc74453f-43f8-4f97-ad83-f8a3945652a2,a0f04dc4-e92a-4aec-b9a0-5b5bfc1fd47a
2023-02-17 17:05:54,2023-02-17 17:06:20,IP Address,73.233.199.158,100,26,True,2023-02-17 17:06:21,R_2SlCTRe37jAaCWX,,,,,39.9544,-75.1657,anonymous,EN,Yes,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A08FF3A680314B5DB56E09BB33C0218F,48ed9046-9e3a-407d-834b-c30320846251,a0f04dc4-e92a-4aec-b9a0-5b5bfc1fd47a
2023-02-17 17:06:27,2023-02-17 17:06:34,IP Address,73.233.199.158,100,7,True,2023-02-17 17:06:34,R_6GbHbQ7jl048sKJ,,,,,39.9544,-75.1657,anonymous,EN,Yes,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A08FF3A680314B5DB56E09BB33C0218F,48ed9046-9e3a-407d-834b-c30320846251,a0f04dc4-e92a-4aec-b9a0-5b5bfc1fd47a
